name,description,type,rating,imageUrl,latitude,longitude,destinationName
icris Hotel,"Conveniently located in Chennai, icris Hotel offers air-conditioned rooms with free WiFi, free private parking and room service.",HOTEL,5.5,icris_hotel.jpg,0,0,Chennai
OYO Hotel Stylin Guest House Near Thiruvalluvar Nagar Beach,"Offering air-conditioned rooms in the South Chennai district of Chennai, OYO Hotel Stylin Guest House Near Thiruvalluvar Nagar Beach is 4.6 km from Indian Institute of Technology, Madras.",HOTEL,,oyo_hotel_stylin_guest_house_near_thiruvalluvar_nagar_beach.jpg,0,0,Chennai
OYO 62861 Shriram Residency,"OYO 62861 Shriram Residency features air-conditioned rooms with TV in the Manapakkam district of Chennai. Boasting room service, this property also has a restaurant and a terrace.",HOTEL,2.6,oyo_62861_shriram_residency.jpg,0,0,Chennai
Metro Park,Metro Park is located in Chennai. It is 500 metres from the Vadapalani Murugan Temple and 1 km from the Forum Mall. Free WiFi access is available in the public areas of the property.,HOTEL,5.8,metro_park.jpg,0,0,Chennai
Casagrand ECR14,Travel Sustainable property,HOTEL,9.3,casagrand_ecr14.jpg,0,0,Chennai
STAY BAY SERVICE APARTMENTS,"STAY BAY SERVICE APARTMENTS is situated in Chennai, 3 km from Chennai Trade Centre and features air-conditioned accommodation with free WiFi, as well as access to a terrace.",HOTEL,9.4,stay_bay_service_apartments.jpg,0,0,Chennai
Hotel SRM Central Park,"Operating a 24-hour front desk to welcome and assist guests, Hotel SRM Central Park is located in Chennai. Free WiFi access is available in the rooms of the property.",HOTEL,5.3,hotel_srm_central_park.jpg,0,0,Chennai
Stalin Pleasant Park,Travel Sustainable property,HOTEL,5.0,stalin_pleasant_park.jpg,0,0,Chennai
Avvai Ramanathan,"Conveniently located in the centre of Chennai, Avvai Ramanathan offers a balcony.",HOTEL,5.5,avvai_ramanathan.jpg,0,0,Chennai
Royal Palace Marina,"Attractively situated in the centre of Chennai, Royal Palace Marina features a tour desk and free private parking.",HOTEL,5.2,royal_palace_marina.jpg,0,0,Chennai
OYO Grand Residency,"Set in Chennai, 15 km from Indian Institute of Technology, Madras, OYO Grand Residency offers air-conditioned accommodation and a shared lounge.",HOTEL,5.1,oyo_grand_residency.jpg,0,0,Chennai
Flagship 82739 Jeyam Residency,Travel Sustainable property,HOTEL,3.4,flagship_82739_jeyam_residency.jpg,0,0,Chennai
Villa On Thiruvanmiyur beach Chennai,"Featuring a terrace and a concierge service, Villa On Thiruvanmiyur beach Chennai is conveniently situated in South Chennai district of Chennai, 1.9 km from Elliot's Beach and 7.5 km from Indian...",HOTEL,10.0,villa_on_thiruvanmiyur_beach_chennai.jpg,0,0,Chennai
Alfouz Guest House,"Situated in Chennai and within 10 km of Government Museum Chennai, Alfouz Guest House has a terrace, non-smoking rooms, and free WiFi.",HOTEL,6.6,alfouz_guest_house.jpg,0,0,Chennai
Sweet Memories- Perfect home stay,Travel Sustainable property,HOTEL,6.4,sweet_memories-_perfect_home_stay.jpg,0,0,Chennai
R-hotels Rithikha Inn porur,Travel Sustainable property,HOTEL,6.4,r-hotels_rithikha_inn_porur.jpg,0,0,Chennai
Lush Garden Resort,"Lush Garden Resort, a property with a terrace, is situated in Chennai, 1.6 km from Ajay Beach, 2.2 km from Thiruvidanthai Beach, as well as 24 km from Arignar Anna Zoological Park.",HOTEL,,lush_garden_resort.jpg,0,0,Chennai
GT Service apartments,"GT Service apartments features air-conditioned rooms with flat-screen TV in the Nandambakkam district of Chennai. The property is around 600 metres from Chennai Trade Centre, 1.5 km from St.",HOTEL,7.0,gt_service_apartments.jpg,0,0,Chennai
GS Farms with Indoor swimming pool,"Featuring garden views, GS Farms with Indoor swimming pool provides accommodation with a terrace and a balcony, around 24 km from Indian Institute of Technology, Madras.",HOTEL,,gs_farms_with_indoor_swimming_pool.jpg,0,0,Chennai
Collection O Hotel Sudha Inn Near Sangam Cinemas,"Well situated in Chennai, Collection O Hotel Sudha Inn Near Sangam Cinemas offers a continental breakfast and free WiFi throughout the property.",HOTEL,5.3,collection_o_hotel_sudha_inn_near_sangam_cinemas.jpg,0,0,Chennai
Hotel Mars Classic,Travel Sustainable property,HOTEL,4.5,hotel_mars_classic.jpg,0,0,Chennai
"Season 4 Residences - Teynampet Near Apollo Hospital ,Balaji Dental, US Consulate",Travel Sustainable property,HOTEL,4.5,"season_4_residences_-_teynampet_near_apollo_hospital_,balaji_dental,_us_consulate.jpg",0,0,Chennai
KS RESIDENCY,"Set in Chennai, within 5.1 km of St. Thomas Mount and 7.1 km of Chennai Trade Centre, KS RESIDENCY offers accommodation with a terrace and as well as free private parking for guests who drive.",HOTEL,6.1,ks_residency.jpg,0,0,Chennai
Ginger Chennai OMR,"Situated in Chennai, 22 km from Arignar Anna Zoological Park, Ginger Chennai OMR features accommodation with a fitness centre, free private parking and a restaurant.",HOTEL,,ginger_chennai_omr.jpg,0,0,Chennai
GT,"Boasting accommodation with a private pool, garden view and a balcony, GT is set in Chennai. Situated 9.4 km from Government Museum Chennai, the property features a terrace and free private parking.",HOTEL,,gt.jpg,0,0,Chennai
OYO 39935 Elite Residency,Travel Sustainable property,HOTEL,2.3,oyo_39935_elite_residency.jpg,0,0,Chennai
PEACE BEACH VILLAS,"Featuring accommodation with a private pool, garden view and a balcony, PEACE BEACH VILLAS is situated in Chennai.",HOTEL,,peace_beach_villas.jpg,0,0,Chennai
Grand Oliver,"In a prime location in Chennai, Grand Oliver provides air-conditioned rooms with free WiFi, free private parking and room service. This 2-star hotel offers a 24-hour front desk and an ATM.",HOTEL,6.3,grand_oliver.jpg,0,0,Chennai
Capital O J2 Service Appartment,Capital O J2 Service Appartment in Chennai has 3-star accommodation with a shared lounge and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.,HOTEL,3.9,capital_o_j2_service_appartment.jpg,0,0,Chennai
Leisure Stays - Premium Suites,"Located in Chennai, Leisure Stays - Premium Suites offers an outdoor swimming pool and a restaurant that serves Indian and Chinese delights. This self-catering accommodation features free WiFi.",HOTEL,6.9,leisure_stays_-_premium_suites.jpg,0,0,Chennai
RPR RESIDENCY,"Attractively set in Chennai, RPR RESIDENCY features air-conditioned rooms with free WiFi and free private parking. This 1-star hotel offers a 24-hour front desk and a concierge service.",HOTEL,6.3,rpr_residency.jpg,0,0,Chennai
OYO Townhouse 1005 G Silver Hotels & Resorts Near ECR Beach,Travel Sustainable property,HOTEL,4.3,oyo_townhouse_1005_g_silver_hotels_&_resorts_near_ecr_beach.jpg,0,0,Chennai
Serenity Inn,"Ideally set in the South Chennai district of Chennai, Serenity Inn is set 3.3 km from Chennai Trade Centre, 5.3 km from St. Thomas Mount and 8.4 km from Madras Medical College.",HOTEL,6.1,serenity_inn.jpg,0,0,Chennai
Super OYO Townhouse 142 Vadapalani,Travel Sustainable property,HOTEL,4.0,super_oyo_townhouse_142_vadapalani.jpg,0,0,Chennai
Collection O 82333 Near Airport,Travel Sustainable property,HOTEL,3.8,collection_o_82333_near_airport.jpg,0,0,Chennai
VRJ Residency Inn,"Featuring 3-star accommodation, VRJ Residency Inn is situated in Chennai, 800 metres from Chennai Trade Centre and 1.8 km from St. Thomas Mount.",HOTEL,6.9,vrj_residency_inn.jpg,0,0,Chennai
OYO 62861 Shriram Residency,"OYO 62861 Shriram Residency features air-conditioned rooms with TV in the Manapakkam district of Chennai. Boasting room service, this property also has a restaurant and a terrace.",HOTEL,2.6,oyo_62861_shriram_residency.jpg,0,0,Chennai
Sky Residency,"Located 8.4 km from Arignar Anna Zoological Park, Sky Residency provides accommodation with free WiFi and free private parking.",HOTEL,6.5,sky_residency.jpg,0,0,Chennai
"The Lotus Apartment Hotel, Venkatraman Street","Located just 500 metres from the beautiful Panagal Park, The Lotus Serviced Apartments, Venkatraman Street provides 24-hour front desk for the convenience of the guests.",HOTEL,6.8,"the_lotus_apartment_hotel,_venkatraman_street.jpg",0,0,Chennai
OYO Townhouse 684 Admire Suite Omr Near Juhu Beach,Travel Sustainable property,HOTEL,3.9,oyo_townhouse_684_admire_suite_omr_near_juhu_beach.jpg,0,0,Chennai
OYO Elite Residency Near Chennai International Airport,OYO Rooms Chennai Airport Near Nanganallur offers accommodation in Chennai. The rooms come with a flat-screen TV. A terrace or balcony are featured in certain rooms.,HOTEL,2.3,oyo_elite_residency_near_chennai_international_airport.jpg,0,0,Chennai
Max Classic Serviced Apartment,Max Classic Serviced Apartment is a self-catering accommodation located in Chennai. Free WiFi access is available. The property is 8 km from Global Health City and 10 km the Chettinad Hospital.,HOTEL,7.9,max_classic_serviced_apartment.jpg,0,0,Chennai
Treebo Trend Samhaar Residency Thoraipakkam,Treebo Trend Samhaar Residency Thoraipakkam features air-conditioned rooms with TV in the Thoraipakkam district of Chennai.,HOTEL,7.3,treebo_trend_samhaar_residency_thoraipakkam.jpg,0,0,Chennai
private room 1.5km from the beach in sholinganallur,"Located in Chennai, 19 km from Pondy Bazaar and 20 km from St. Thomas Mount, private room 1.5km from the beach in sholinganallur offers air conditioning.",HOTEL,7.7,private_room_1.5km_from_the_beach_in_sholinganallur.jpg,0,0,Chennai
KJRResidency& Rooms,"8 km from Chennai Trade Centre, KJRResidency& Rooms is located in Chennai and provides air-conditioned rooms. This 5-star hotel offers room service and a 24-hour front desk.",HOTEL,4.3,kjrresidency&_rooms.jpg,0,0,Chennai
FabExpress Himalaya,Travel Sustainable property,HOTEL,4.8,fabexpress_himalaya.jpg,0,0,Chennai
Collection O 80934 Orchid Residency,"15 km from St. Thomas Mount, Collection O 80934 Orchid Residency is situated in Chennai and features air-conditioned rooms. This 3-star hotel offers a shared kitchen, room service and free WiFi.",HOTEL,,collection_o_80934_orchid_residency.jpg,0,0,Chennai
Hotel SRM Central Park,"Operating a 24-hour front desk to welcome and assist guests, Hotel SRM Central Park is located in Chennai. Free WiFi access is available in the rooms of the property.",HOTEL,5.3,hotel_srm_central_park.jpg,0,0,Chennai
Annsun Boutique Hotels,"Set at a 10-minute walk away from MRTS Railway Station, Annsun Boutique Hotel is equipped with free Wi-Fi and it houses a restaurant serving Indian and continental cuisines.",HOTEL,6.5,annsun_boutique_hotels.jpg,0,0,Chennai
Flagship Kb Residency,Travel Sustainable property,HOTEL,2.8,flagship_kb_residency.jpg,0,0,Chennai
OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station,"Featuring 3-star accommodation, OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station is located in Chennai, 8.3 km from Madras Medical College and 11 km from Chennai Trade Centre.",HOTEL,6.1,oyo_home_dakshin_stays_mogappair_near_koyambedu_metro_station.jpg,0,0,Chennai
DAFFODILS SERVICED APARTMENT,"Offering air-conditioned rooms in the Central Chennai district of Chennai, DAFFODILS SERVICED APARTMENT is 4.2 km from Spencer Plaza Mall.",HOTEL,6.6,daffodils_serviced_apartment.jpg,0,0,Chennai
Flagship Prince Park 2 Near Pvr Spi Palazzo Chennai,Travel Sustainable property,HOTEL,2.0,flagship_prince_park_2_near_pvr_spi_palazzo_chennai.jpg,0,0,Chennai
OYO Le Mint OMR,Travel Sustainable property,HOTEL,5.4,oyo_le_mint_omr.jpg,0,0,Chennai
Chennai Plaza Hotel Vadapalani,Travel Sustainable property,HOTEL,5.4,chennai_plaza_hotel_vadapalani.jpg,0,0,Chennai
Star Residency,"Situated in Chennai, 4.8 km from the centre and 1.2 km from Spencer Plaza Mall, Star Residency features accommodation with amenities like free WiFi and TV.",HOTEL,6.9,star_residency.jpg,0,0,Chennai
Grand Oliver,"In a prime location in Chennai, Grand Oliver provides air-conditioned rooms with free WiFi, free private parking and room service. This 2-star hotel offers a 24-hour front desk and an ATM.",HOTEL,6.3,grand_oliver.jpg,0,0,Chennai
Capital O J2 Service Appartment,Capital O J2 Service Appartment in Chennai has 3-star accommodation with a shared lounge and a restaurant. This 3-star hotel offers room service and a 24-hour front desk.,HOTEL,3.9,capital_o_j2_service_appartment.jpg,0,0,Chennai
Leisure Stays - Premium Suites,"Located in Chennai, Leisure Stays - Premium Suites offers an outdoor swimming pool and a restaurant that serves Indian and Chinese delights. This self-catering accommodation features free WiFi.",HOTEL,6.9,leisure_stays_-_premium_suites.jpg,0,0,Chennai
RPR RESIDENCY,"Attractively set in Chennai, RPR RESIDENCY features air-conditioned rooms with free WiFi and free private parking. This 1-star hotel offers a 24-hour front desk and a concierge service.",HOTEL,6.3,rpr_residency.jpg,0,0,Chennai
OYO Townhouse 1005 G Silver Hotels & Resorts Near ECR Beach,Travel Sustainable property,HOTEL,4.3,oyo_townhouse_1005_g_silver_hotels_&_resorts_near_ecr_beach.jpg,0,0,Chennai
Serenity Inn,"Ideally set in the South Chennai district of Chennai, Serenity Inn is set 3.3 km from Chennai Trade Centre, 5.3 km from St. Thomas Mount and 8.4 km from Madras Medical College.",HOTEL,6.1,serenity_inn.jpg,0,0,Chennai
Super OYO Townhouse 142 Vadapalani,Travel Sustainable property,HOTEL,4.0,super_oyo_townhouse_142_vadapalani.jpg,0,0,Chennai
Collection O 82333 Near Airport,Travel Sustainable property,HOTEL,3.8,collection_o_82333_near_airport.jpg,0,0,Chennai
VRJ Residency Inn,"Featuring 3-star accommodation, VRJ Residency Inn is situated in Chennai, 800 metres from Chennai Trade Centre and 1.8 km from St. Thomas Mount.",HOTEL,6.9,vrj_residency_inn.jpg,0,0,Chennai
OYO 62861 Shriram Residency,"OYO 62861 Shriram Residency features air-conditioned rooms with TV in the Manapakkam district of Chennai. Boasting room service, this property also has a restaurant and a terrace.",HOTEL,2.6,oyo_62861_shriram_residency.jpg,0,0,Chennai
Sky Residency,"Located 8.4 km from Arignar Anna Zoological Park, Sky Residency provides accommodation with free WiFi and free private parking.",HOTEL,6.5,sky_residency.jpg,0,0,Chennai
"The Lotus Apartment Hotel, Venkatraman Street","Located just 500 metres from the beautiful Panagal Park, The Lotus Serviced Apartments, Venkatraman Street provides 24-hour front desk for the convenience of the guests.",HOTEL,6.8,"the_lotus_apartment_hotel,_venkatraman_street.jpg",0,0,Chennai
OYO Townhouse 684 Admire Suite Omr Near Juhu Beach,Travel Sustainable property,HOTEL,3.9,oyo_townhouse_684_admire_suite_omr_near_juhu_beach.jpg,0,0,Chennai
OYO Elite Residency Near Chennai International Airport,OYO Rooms Chennai Airport Near Nanganallur offers accommodation in Chennai. The rooms come with a flat-screen TV. A terrace or balcony are featured in certain rooms.,HOTEL,2.3,oyo_elite_residency_near_chennai_international_airport.jpg,0,0,Chennai
Max Classic Serviced Apartment,Max Classic Serviced Apartment is a self-catering accommodation located in Chennai. Free WiFi access is available. The property is 8 km from Global Health City and 10 km the Chettinad Hospital.,HOTEL,7.9,max_classic_serviced_apartment.jpg,0,0,Chennai
FabExpress Himalaya,Travel Sustainable property,HOTEL,4.8,fabexpress_himalaya.jpg,0,0,Chennai
Treebo Trend Samhaar Residency Thoraipakkam,Treebo Trend Samhaar Residency Thoraipakkam features air-conditioned rooms with TV in the Thoraipakkam district of Chennai.,HOTEL,7.3,treebo_trend_samhaar_residency_thoraipakkam.jpg,0,0,Chennai
private room 1.5km from the beach in sholinganallur,"Located in Chennai, 19 km from Pondy Bazaar and 20 km from St. Thomas Mount, private room 1.5km from the beach in sholinganallur offers air conditioning.",HOTEL,7.7,private_room_1.5km_from_the_beach_in_sholinganallur.jpg,0,0,Chennai
Collection O 80934 Orchid Residency,"15 km from St. Thomas Mount, Collection O 80934 Orchid Residency is situated in Chennai and features air-conditioned rooms. This 3-star hotel offers a shared kitchen, room service and free WiFi.",HOTEL,,collection_o_80934_orchid_residency.jpg,0,0,Chennai
Hotel SRM Central Park,"Operating a 24-hour front desk to welcome and assist guests, Hotel SRM Central Park is located in Chennai. Free WiFi access is available in the rooms of the property.",HOTEL,5.3,hotel_srm_central_park.jpg,0,0,Chennai
Annsun Boutique Hotels,"Set at a 10-minute walk away from MRTS Railway Station, Annsun Boutique Hotel is equipped with free Wi-Fi and it houses a restaurant serving Indian and continental cuisines.",HOTEL,6.5,annsun_boutique_hotels.jpg,0,0,Chennai
Flagship Kb Residency,Travel Sustainable property,HOTEL,2.8,flagship_kb_residency.jpg,0,0,Chennai
OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station,"Featuring 3-star accommodation, OYO Home Dakshin Stays Mogappair Near Koyambedu Metro Station is located in Chennai, 8.3 km from Madras Medical College and 11 km from Chennai Trade Centre.",HOTEL,6.1,oyo_home_dakshin_stays_mogappair_near_koyambedu_metro_station.jpg,0,0,Chennai
DAFFODILS SERVICED APARTMENT,"Offering air-conditioned rooms in the Central Chennai district of Chennai, DAFFODILS SERVICED APARTMENT is 4.2 km from Spencer Plaza Mall.",HOTEL,6.6,daffodils_serviced_apartment.jpg,0,0,Chennai
Flagship Prince Park 2 Near Pvr Spi Palazzo Chennai,Travel Sustainable property,HOTEL,2.0,flagship_prince_park_2_near_pvr_spi_palazzo_chennai.jpg,0,0,Chennai
Star Residency,"Situated in Chennai, 4.8 km from the centre and 1.2 km from Spencer Plaza Mall, Star Residency features accommodation with amenities like free WiFi and TV.",HOTEL,6.9,star_residency.jpg,0,0,Chennai
OYO Le Mint OMR,Travel Sustainable property,HOTEL,5.4,oyo_le_mint_omr.jpg,0,0,Chennai
KJRResidency& Rooms,"8 km from Chennai Trade Centre, KJRResidency& Rooms is located in Chennai and provides air-conditioned rooms. This 5-star hotel offers room service and a 24-hour front desk.",HOTEL,4.3,kjrresidency&_rooms.jpg,0,0,Chennai
Chennai Plaza Hotel Vadapalani,Travel Sustainable property,HOTEL,5.4,chennai_plaza_hotel_vadapalani.jpg,0,0,Chennai
OYO Home Perumbakkam,"Featuring 3-star accommodation, OYO Home Perumbakkam is situated in Chennai, 16 km from St. Thomas Mount and 17 km from Indian Institute of Technology, Madras.",HOTEL,5.7,oyo_home_perumbakkam.jpg,0,0,Chennai
GEMINI GUEST HOUSE,"Boasting a terrace, GEMINI GUEST HOUSE is set in the centre of Chennai, 1.5 km from Marina Beach. This 2-star hotel offers room service and a 24-hour front desk.",HOTEL,6.2,gemini_guest_house.jpg,0,0,Chennai
Hotel Metro Manor,Travel Sustainable property,HOTEL,4.7,hotel_metro_manor.jpg,0,0,Chennai
Richinn home stay,Travel Sustainable property,HOTEL,,richinn_home_stay.jpg,0,0,Chennai
EMPIRE INN HOTEL,"Featuring 2-star accommodation, EMPIRE INN HOTEL is set in Chennai, 1.9 km from Anna University and 3 km from Pondy Bazaar.",HOTEL,7.2,empire_inn_hotel.jpg,0,0,Chennai
3Star Villa,"Situated in Chennai, 4.7 km from Madras Medical College, 3Star Villa features accommodation with a garden, free private parking, a shared lounge and a terrace.",HOTEL,7.3,3star_villa.jpg,0,0,Chennai
SPOT ON Jeyam Guest House,"Featuring 2-star accommodation, SPOT ON Jeyam Guest House is situated in Chennai, 6.8 km from Government Museum Chennai and 7.1 km from Spencer Plaza Mall.",HOTEL,2.7,spot_on_jeyam_guest_house.jpg,0,0,Chennai
Hotel Yadvik,"Set in Chennai, 5.1 km from St. Thomas Mount, Hotel Yadvik offers accommodation with a shared lounge, private parking and a terrace.",HOTEL,6.6,hotel_yadvik.jpg,0,0,Chennai
Hotel M Grand,"Attractively located in Chennai, Hotel M Grand features air-conditioned rooms with free private parking and room service.",HOTEL,4.9,hotel_m_grand.jpg,0,0,Chennai
New Regency,New Regency offers accommodation in Chennai. Free private parking is available on site. All rooms come with a private bathroom fitted with a bath or shower.,HOTEL,5.6,new_regency.jpg,0,0,Chennai
Nive's Home of Peace,"Nive's Home of Peace is situated in the Anna Nagar district of Chennai, 8.1 km from Government Museum Chennai, 9.4 km from Chennai Central Railway Station and 10 km from Pondy Bazaar.",HOTEL,8.7,nive's_home_of_peace.jpg,0,0,Chennai
Agp Homestay,"Situated in the centre of Chennai, 3 km from Government Museum Chennai and 3.4 km from Chennai Central Railway Station, Agp Homestay offers air conditioning.",HOTEL,8.0,agp_homestay.jpg,0,0,Chennai
4U Business Hotel,Travel Sustainable property,HOTEL,4.5,4u_business_hotel.jpg,0,0,Chennai
Flagship The Prince Park Near Pvr Spi Palazzo Chennai,Travel Sustainable property,HOTEL,1.3,flagship_the_prince_park_near_pvr_spi_palazzo_chennai.jpg,0,0,Chennai
Naksha Tree Hotels (Kishoreinn-Koymbedu),"Offering air-conditioned rooms in the Koyambedu district of Chennai, Naksha Tree Hotels (Kishoreinn-Koymbedu) is 7.4 km from Pondy Bazaar.",HOTEL,10.0,naksha_tree_hotels_(kishoreinn-koymbedu).jpg,0,0,Chennai
TEMPLE TREE Next to Apollo & SANKARA NETHRALAYA HOSPITALS,"Situated in Chennai, 1.7 km from Government Museum Chennai and 3.8 km from the centre, TEMPLE TREE Next to Apollo & SANKARA NETHRALAYA HOSPITALS features air-conditioned accommodation with free WiFi,...",HOTEL,5.7,temple_tree_next_to_apollo_&_sankara_nethralaya_hospitals.jpg,0,0,Chennai
Royal Green - Airport Stay,"Situated in Chennai, within 8.7 km of Chennai Trade Centre and 11 km of St.",HOTEL,5.6,royal_green_-_airport_stay.jpg,0,0,Chennai
Chellam Residency,"Chellam Residency is situated in Chennai, within 7.3 km of Chennai Central Railway Station and 8.3 km of Ma Chidambaram Stadium.",HOTEL,4.7,chellam_residency.jpg,0,0,Chennai
Individual villa in Velachery,"Set 11 km from Anna University and 14 km from Pondy Bazaar in Chennai, Individual villa in Velachery offers accommodation with a kitchen.",HOTEL,,individual_villa_in_velachery.jpg,0,0,Chennai
The K11 Hotels - T Nagar,Travel Sustainable property,HOTEL,7.9,the_k11_hotels_-_t_nagar.jpg,0,0,Chennai
Royal Regency Lifotel by Crossway,Travel Sustainable property,HOTEL,4.7,royal_regency_lifotel_by_crossway.jpg,0,0,Chennai
Yash Holidays by NHospitality,"Set in Chennai, 45 km from Mahabalipuram Temples, Yash Holidays by NHospitality offers accommodation with a garden, free private parking, a terrace and a restaurant.",HOTEL,7.8,yash_holidays_by_nhospitality.jpg,0,0,Chennai
RAAJ INN,Travel Sustainable property,HOTEL,8.0,raaj_inn.jpg,0,0,Chennai
Collection O Royal Residency Near Albert Theatres,Travel Sustainable property,HOTEL,1.0,collection_o_royal_residency_near_albert_theatres.jpg,0,0,Chennai
Allamanda Abode,Travel Sustainable property,HOTEL,7.7,allamanda_abode.jpg,0,0,Chennai
OYO Home Perumbakkam,"Featuring 3-star accommodation, OYO Home Perumbakkam is situated in Chennai, 16 km from St. Thomas Mount and 17 km from Indian Institute of Technology, Madras.",HOTEL,5.7,oyo_home_perumbakkam.jpg,0,0,Chennai
A & M rooms and residences,Travel Sustainable property,HOTEL,8.0,a_&_m_rooms_and_residences.jpg,0,0,Chennai
Cosy family home,"Set in the centre of Chennai, 4 km from Government Museum Chennai and 5.3 km from Chennai Central Railway Station, Cosy family home offers air conditioning.",HOTEL,,cosy_family_home.jpg,0,0,Chennai
Oyo Townhouse 999 INN24 Airport,Travel Sustainable property,HOTEL,3.4,oyo_townhouse_999_inn24_airport.jpg,0,0,Chennai
Disha Inn,Travel Sustainable property,HOTEL,5.9,disha_inn.jpg,0,0,Chennai
Sky Residency,"Located 8.4 km from Arignar Anna Zoological Park, Sky Residency provides accommodation with free WiFi and free private parking.",HOTEL,6.5,sky_residency.jpg,0,0,Chennai
OYO Grand Residency,"Set in Chennai, 15 km from Indian Institute of Technology, Madras, OYO Grand Residency offers air-conditioned accommodation and a shared lounge.",HOTEL,5.1,oyo_grand_residency.jpg,0,0,Chennai
GP Mansion,"Located within 3.1 km of Fort Museum and 3.4 km of Chennai Central Railway Station in the centre of Chennai, GP Mansion provides accommodation with seating area.",HOTEL,4.1,gp_mansion.jpg,0,0,Chennai
The Redstone,Travel Sustainable property,HOTEL,4.6,the_redstone.jpg,0,0,Chennai
Tulip Serviced Villa,Travel Sustainable property,HOTEL,8.2,tulip_serviced_villa.jpg,0,0,Chennai
Bhimas Inn - Near Central Railway Station,Travel Sustainable property,HOTEL,8.4,bhimas_inn_-_near_central_railway_station.jpg,0,0,Chennai
Roshini Serviced Apartments,Roshini Serviced Apartments is located in Chennai. Free WiFi access is available. Each room here will provide you with a TV and air conditioning.,HOTEL,7.8,roshini_serviced_apartments.jpg,0,0,Chennai
Eben Service Apartment,"Featuring 2-star accommodation, Eben Service Apartment is situated in Chennai, 16 km from St. Thomas Mount and 17 km from Indian Institute of Technology, Madras.",HOTEL,,eben_service_apartment.jpg,0,0,Chennai
Neighbour Inn -Nanambakkam,Travel Sustainable property,HOTEL,6.7,neighbour_inn_-nanambakkam.jpg,0,0,Chennai
Richinn Palace home stay,"Located in Chennai, 5.5 km from Pondy Bazaar, Richinn Palace home stay provides accommodation with a terrace, free WiFi, a shared kitchen, and room service.",HOTEL,,richinn_palace_home_stay.jpg,0,0,Chennai
"Close to Chennai International Airport, 2 BHK Fully furnished with Kitchen Facility","Located in Chennai in the Tamil Nadu region, Close to Chennai International Airport, 2 BHK Fully furnished with Kitchen Facility has a balcony. Situated 11 km from St.",HOTEL,10.0,"close_to_chennai_international_airport,_2_bhk_fully_furnished_with_kitchen_facility.jpg",0,0,Chennai
Tamil Nadu Plaza,"Featuring a garden, Tamil Nadu Plaza is located in Chennai in the Tamil Nadu region, 6.4 km from Arignar Anna Zoological Park and 18 km from St. Thomas Mount.",HOTEL,,tamil_nadu_plaza.jpg,0,0,Chennai
OYO The Park View Inn,"Set in the Central Chennai district of Chennai, OYO 5208 The Park View Inn is 1.8 km from Government Museum Chennai. Popular points of interest nearby include Fort Museum and Apollo Hospital.",HOTEL,2.7,oyo_the_park_view_inn.jpg,0,0,Chennai
SRP The Pavilion,"Located in Chennai, 5 km from Arignar Anna Zoological Park, SRP The Pavilion provides accommodation with a shared lounge, free WiFi, a shared kitchen, and room service.",HOTEL,8.0,srp_the_pavilion.jpg,0,0,Chennai
Chandru De Green,"Situated in Chennai, 7.7 km from Madras Medical College, Chandru De Green features accommodation with free WiFi and free private parking. This 3-star hotel offers a 24-hour front desk.",HOTEL,7.9,chandru_de_green.jpg,0,0,Chennai
Venster Residency,Travel Sustainable property,HOTEL,5.0,venster_residency.jpg,0,0,Chennai
R B Residency,"Situated in Chennai, 10 km from Government Museum Chennai, R B Residency offers air-conditioned accommodation and a shared lounge.",HOTEL,4.9,r_b_residency.jpg,0,0,Chennai
CENTRAL GATE,"Well set in the centre of Chennai, CENTRAL GATE provides air-conditioned rooms with free private parking and room service. This 2-star hotel offers a 24-hour front desk.",HOTEL,,central_gate.jpg,0,0,Chennai
DayLight Stay,"Set in Chennai, DayLight Stay provides 5-star accommodation with private balconies. With a terrace, the 5-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom.",HOTEL,5.8,daylight_stay.jpg,0,0,Chennai
Royale Gardenia,"ROYALE GARDENIA offers accommodation in Chennai, 12 km from Fort Museum and 14 km from Government Museum Chennai. The apartment is 14 km from Ma Chidambaram Stadium.",HOTEL,8.5,royale_gardenia.jpg,0,0,Chennai
MYANS 5BHK VILLA,"Boasting accommodation with a private pool, garden view and a terrace, MYANS 5BHK VILLA is set in Chennai. Guests staying at this villa have access to a fully equipped kitchen and a balcony.",HOTEL,,myans_5bhk_villa.jpg,0,0,Chennai
Vinvarun Illam 3BHK Fully furnished apartment,"Situated 10 km from Arignar Anna Zoological Park, 18 km from St. Thomas Mount and 20 km from Chennai Trade Centre, Vinvarun Illam 3BHK Fully furnished apartment provides accommodation located in...",HOTEL,,vinvarun_illam_3bhk_fully_furnished_apartment.jpg,0,0,Chennai
Peninsula Buddha Beach Resorts,"Situated in Chennai, 24 km from Indian Institute of Technology, Madras, Peninsula Buddha Beach Resorts features accommodation with free WiFi and free private parking.",HOTEL,,peninsula_buddha_beach_resorts.jpg,0,0,Chennai
ROYALE SEKARAN,"ROYALE SEKARAN is situated in Chennai, 12 km from Chennai Trade Centre, 12 km from Anna University, and 15 km from Indian Institute of Technology, Madras.",HOTEL,,royale_sekaran.jpg,0,0,Chennai
